id,tested_positive
0,20.21724510192871
1,4.049614906311035
2,4.035073280334473
3,11.104841232299805
4,2.802130937576294
5,26.167438507080078
6,24.886064529418945
7,6.7726616859436035
8,11.289602279663086
9,10.963427543640137
10,16.346050262451172
11,20.987619400024414
12,21.82151222229004
13,14.027307510375977
14,20.631057739257812
15,18.238536834716797
16,28.84079933166504
17,8.743768692016602
18,22.067829132080078
19,2.985175132751465
20,7.167696475982666
21,22.7188777923584
22,17.937240600585938
23,14.117594718933105
24,11.997655868530273
25,25.565946578979492
26,25.54184913635254
27,26.576446533203125
28,7.242438316345215
29,19.680118560791016
30,10.523588180541992
31,6.550588130950928
32,26.551916122436523
33,11.880805969238281
34,19.788482666015625
35,28.819509506225586
36,12.332216262817383
37,7.309932708740234
38,14.92109203338623
39,8.221647262573242
40,15.969096183776855
41,3.835895538330078
42,8.668203353881836
43,17.8552303314209
44,6.594941139221191
45,14.92164421081543
46,13.907757759094238
47,3.5104591846466064
48,5.910806655883789
49,16.47281837463379
50,17.30364990234375
51,12.323161125183105
52,12.89411735534668
53,6.9605302810668945
54,13.226432800292969
55,29.461811065673828
56,7.788107395172119
57,15.235483169555664
58,32.25443649291992
59,10.708171844482422
60,18.587026596069336
61,21.755836486816406
62,24.164936065673828
63,22.179443359375
64,16.828304290771484
65,4.339520454406738
66,11.580612182617188
67,23.492279052734375
68,31.123306274414062
69,17.470252990722656
70,20.486309051513672
71,17.577341079711914
72,12.478151321411133
73,24.263181686401367
74,12.729308128356934
75,3.2627856731414795
76,18.25580596923828
77,13.33520793914795
78,7.2569990158081055
79,6.692564487457275
80,17.56332778930664
81,10.184621810913086
82,10.39390754699707
83,15.913047790527344
84,9.978995323181152
85,16.400421142578125
86,23.437744140625
87,11.13316535949707
88,5.02114200592041
89,15.914077758789062
90,26.256799697875977
91,35.29342269897461
92,16.89522361755371
93,5.864928245544434
94,11.537538528442383
95,11.084933280944824
96,10.119176864624023
97,22.57956314086914
98,11.559407234191895
99,11.379823684692383
100,5.322779178619385
101,8.644999504089355
102,14.203659057617188
103,12.6343412399292
104,4.215214729309082
105,29.789342880249023
106,26.74563980102539
107,10.452120780944824
108,19.23650360107422
109,8.735112190246582
110,13.683282852172852
111,6.068037509918213
112,19.172502517700195
113,24.243751525878906
114,13.743919372558594
115,9.245134353637695
116,9.892497062683105
117,29.08144760131836
118,20.256072998046875
119,11.607137680053711
120,10.853036880493164
121,23.341909408569336
122,9.757216453552246
123,20.04193115234375
124,32.474327087402344
125,11.46562385559082
126,11.469609260559082
127,4.993762969970703
128,3.5983874797821045
129,9.196622848510742
130,17.50971221923828
131,13.405461311340332
132,12.889592170715332
133,16.32048988342285
134,22.537199020385742
135,19.223670959472656
136,22.786088943481445
137,5.362914085388184
138,16.159027099609375
139,33.81494140625
140,23.854366302490234
141,17.858787536621094
142,22.96798324584961
143,25.020523071289062
144,11.198343276977539
145,34.04535675048828
146,6.184737205505371
147,12.446588516235352
148,19.913265228271484
149,16.775753021240234
150,21.802989959716797
151,8.330843925476074
152,19.939847946166992
153,4.569915294647217
154,33.25535202026367
155,14.951505661010742
156,17.0788631439209
157,25.944509506225586
158,18.3603458404541
159,16.423580169677734
160,18.5621395111084
161,22.47259521484375
162,12.705251693725586
163,14.332275390625
164,14.68683910369873
165,23.750141143798828
166,26.364797592163086
167,15.167988777160645
168,28.102859497070312
169,16.17140007019043
170,11.393621444702148
171,12.131926536560059
172,24.505023956298828
173,34.66975021362305
174,21.549209594726562
175,5.564266681671143
176,7.720961093902588
177,30.794876098632812
178,26.877700805664062
179,21.16347885131836
180,15.797205924987793
181,23.86579132080078
182,25.270885467529297
183,9.236837387084961
184,19.332481384277344
185,9.074386596679688
186,19.302919387817383
187,4.189539432525635
188,13.271331787109375
189,26.398452758789062
190,3.578327178955078
191,23.295398712158203
192,24.37083625793457
193,6.7251877784729
194,14.103340148925781
195,27.614770889282227
196,9.298306465148926
197,25.307918548583984
198,9.875770568847656
199,18.9567813873291
200,23.225208282470703
201,15.608917236328125
202,23.0220890045166
203,12.820147514343262
204,25.625289916992188
205,20.78081703186035
206,15.20831298828125
207,27.6248779296875
208,17.361928939819336
209,8.938865661621094
210,9.378164291381836
211,17.26644515991211
212,28.525585174560547
213,4.688443183898926
214,10.68025016784668
215,12.589954376220703
216,7.4080810546875
217,13.362360954284668
218,10.900009155273438
219,9.752937316894531
220,16.044797897338867
221,9.920234680175781
222,12.888673782348633
223,12.140892028808594
224,23.675256729125977
225,20.29495620727539
226,13.886446952819824
227,5.991898536682129
228,10.57470417022705
229,33.39145278930664
230,15.539474487304688
231,6.0994954109191895
232,13.431055068969727
233,20.2960205078125
234,8.408098220825195
235,34.477962493896484
236,18.534358978271484
237,19.37501335144043
238,19.443347930908203
239,32.93820571899414
240,11.202120780944824
241,26.989044189453125
242,27.894634246826172
243,27.030467987060547
244,12.2659273147583
245,9.013943672180176
246,14.742387771606445
247,23.85451316833496
248,19.59392738342285
249,11.276229858398438
250,23.039684295654297
251,16.520233154296875
252,18.216190338134766
253,11.842958450317383
254,11.983835220336914
255,8.360980987548828
256,4.890020847320557
257,18.612375259399414
258,14.993135452270508
259,4.747565269470215
260,13.741813659667969
261,2.8178412914276123
262,6.823309421539307
263,21.419483184814453
264,15.777120590209961
265,5.931434631347656
266,23.36373519897461
267,25.520919799804688
268,6.796611785888672
269,12.43102741241455
270,13.835996627807617
271,8.123127937316895
272,19.57076644897461
273,11.376798629760742
274,6.838714599609375
275,17.84125328063965
276,17.521875381469727
277,9.335065841674805
278,14.444425582885742
279,16.387126922607422
280,20.54180335998535
281,19.758792877197266
282,18.495346069335938
283,24.310253143310547
284,16.633821487426758
285,21.238941192626953
286,21.966955184936523
287,27.430400848388672
288,4.964134216308594
289,19.950603485107422
290,12.386553764343262
291,17.375764846801758
292,3.949495315551758
293,3.5478768348693848
294,21.567718505859375
295,14.555569648742676
296,4.804085731506348
297,23.055307388305664
298,11.059314727783203
299,10.837857246398926
300,11.214920043945312
301,21.71900177001953
302,10.24841594696045
303,16.881633758544922
304,12.408760070800781
305,18.177143096923828
306,20.1058292388916
307,31.235870361328125
308,13.239843368530273
309,10.37992000579834
310,10.033056259155273
311,23.632625579833984
312,8.452539443969727
313,22.83747673034668
314,17.56386947631836
315,16.708269119262695
316,28.904170989990234
317,19.280879974365234
318,19.65279769897461
319,15.25590705871582
320,3.191632032394409
321,6.373985290527344
322,25.594018936157227
323,18.76730728149414
324,6.788921356201172
325,20.161357879638672
326,2.976217269897461
327,24.213342666625977
328,17.198598861694336
329,24.103734970092773
330,9.30302619934082
331,24.499530792236328
332,12.823495864868164
333,5.0822882652282715
334,12.083114624023438
335,12.808207511901855
336,23.0894718170166
337,9.61640453338623
338,10.23110294342041
339,21.842317581176758
340,15.481559753417969
341,10.058526039123535
342,20.174856185913086
343,14.62077522277832
344,3.8421669006347656
345,18.892770767211914
346,26.041433334350586
347,21.634740829467773
348,18.887134552001953
349,18.14516258239746
350,8.381601333618164
351,24.24618148803711
352,17.333942413330078
353,13.979866027832031
354,6.052445411682129
355,17.086750030517578
356,22.397918701171875
357,16.470134735107422
358,22.897390365600586
359,14.917119026184082
360,5.098687171936035
361,18.8898983001709
362,9.094491958618164
363,12.536211013793945
364,17.798250198364258
365,33.10246276855469
366,17.249759674072266
367,16.608877182006836
368,5.881852626800537
369,13.892732620239258
370,15.081037521362305
371,16.39754867553711
372,17.60757827758789
373,11.468591690063477
374,3.949759006500244
375,13.95911979675293
376,8.705863952636719
377,8.85031509399414
378,15.273999214172363
379,19.514362335205078
380,24.827219009399414
381,15.866754531860352
382,9.565389633178711
383,19.019161224365234
384,4.026461124420166
385,15.639683723449707
386,16.929372787475586
387,17.482906341552734
388,15.074697494506836
389,15.388569831848145
390,29.619129180908203
391,11.987710952758789
392,28.319332122802734
393,17.19010353088379
394,7.382357597351074
395,15.030049324035645
396,27.765392303466797
397,19.997350692749023
398,22.822147369384766
399,12.584506034851074
400,14.569478988647461
401,16.999492645263672
402,6.638359069824219
403,29.6749210357666
404,31.026464462280273
405,11.790250778198242
406,9.83210277557373
407,23.418180465698242
408,11.629583358764648
409,16.074480056762695
410,19.627113342285156
411,7.702737331390381
412,22.144969940185547
413,11.183351516723633
414,9.229299545288086
415,19.128076553344727
416,19.608741760253906
417,24.592998504638672
418,24.058935165405273
419,9.587847709655762
420,15.767354965209961
421,4.727810859680176
422,8.347622871398926
423,11.232061386108398
424,20.69038963317871
425,13.021090507507324
426,17.146709442138672
427,8.741559982299805
428,30.552799224853516
429,19.745168685913086
430,10.190053939819336
431,18.755313873291016
432,15.49799919128418
433,12.180171966552734
434,5.835652828216553
435,22.041574478149414
436,34.15163040161133
437,12.985176086425781
438,3.4021995067596436
439,3.0116093158721924
440,7.888957977294922
441,5.253726005554199
442,20.89065170288086
443,18.213912963867188
444,18.71579933166504
445,3.2970383167266846
446,3.041688919067383
447,13.6802978515625
448,24.158008575439453
449,23.364826202392578
450,13.827481269836426
451,8.07658576965332
452,26.598346710205078
453,13.138307571411133
454,11.165491104125977
455,9.709283828735352
456,24.606740951538086
457,16.741607666015625
458,19.599939346313477
459,4.742300033569336
460,22.373497009277344
461,9.094744682312012
462,16.6658992767334
463,15.80846118927002
464,8.047021865844727
465,9.312271118164062
466,8.908324241638184
467,7.049787998199463
468,10.824938774108887
469,24.247095108032227
470,18.82789421081543
471,11.877614974975586
472,23.657407760620117
473,11.450191497802734
474,13.844696044921875
475,5.458314895629883
476,12.958864212036133
477,16.810100555419922
478,21.92030906677246
479,22.103187561035156
480,21.697891235351562
481,20.45419692993164
482,26.951068878173828
483,20.494375228881836
484,24.114891052246094
485,6.155549049377441
486,18.845989227294922
487,16.69837188720703
488,23.259424209594727
489,9.49719524383545
490,11.200570106506348
491,20.503826141357422
492,18.185806274414062
493,14.05650520324707
494,16.597286224365234
495,13.803812980651855
496,14.49925422668457
497,4.444450378417969
498,3.8771724700927734
499,12.111577033996582
500,13.913335800170898
501,4.722867488861084
502,19.30631446838379
503,11.121623039245605
504,23.7409725189209
505,23.566471099853516
506,21.51763153076172
507,10.74525260925293
508,9.99181079864502
509,15.604695320129395
510,18.349767684936523
511,14.388435363769531
512,18.20888900756836
513,9.125611305236816
514,24.280391693115234
515,15.003410339355469
516,12.979809761047363
517,12.473894119262695
518,13.532806396484375
519,25.13401985168457
520,24.711963653564453
521,15.507818222045898
522,17.27921485900879
523,23.086017608642578
524,12.054388046264648
525,30.671743392944336
526,3.8245797157287598
527,15.36742877960205
528,15.404848098754883
529,9.345327377319336
530,16.35489273071289
531,9.862936019897461
532,11.168241500854492
533,12.475918769836426
534,21.69894027709961
535,3.5730597972869873
536,25.070690155029297
537,9.002068519592285
538,23.160747528076172
539,14.825706481933594
540,36.458953857421875
541,13.520474433898926
542,19.986337661743164
543,5.18244743347168
544,10.285028457641602
545,9.047565460205078
546,6.31313419342041
547,24.661907196044922
548,19.683734893798828
